customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
1617b1357756262bfa56ab541c47bc16,333,1,13664.08,2,1,5,215,Can't Lose
ec5b2ba62e574342386871631fafd3fc,45,1,7274.88,5,5,5,555,Champions
c6e2731c5b391845f6800c97401a43a9,562,1,6929.31,1,4,5,145,Loyal
f48d464a0baaea338cb25f816991ab1f,34,1,6922.21,5,5,5,555,Champions
3fd6777bbce08a352fddd04e4a7cc8f6,461,1,6726.66,1,2,5,125,Can't Lose
05455dfa7cd02f13d132aa7a6a9729c6,278,1,6081.54,2,1,5,215,Can't Lose
df55c14d1476a9a3467f131269c2477f,514,1,4950.34,1,5,5,155,Loyal
24bbf5fd2f2e1b359ee7de94defc4a15,497,1,4764.34,1,1,5,115,Can't Lose
3d979689f636322c62418b6346b1c6d2,68,1,4681.78,5,2,5,525,New Customers
1afc82cd60e303ef09b4ef9837c9505c,25,1,4513.32,5,1,5,515,New Customers
cc803a2c412833101651d3f90ca7de24,89,1,4445.5,5,5,5,555,Champions
926b6a6fb8b6081e00b335edaf578d35,497,1,4194.76,1,3,5,135,At Risk
35a413c7ca3c69756cb75867d6311c0d,153,1,4175.26,4,2,5,425,New Customers
e9b0d0eb3015ef1c9ce6cf5b9dcbee9f,31,1,4163.51,5,5,5,555,Champions
3be2c536886b2ea4668eced3a80dd0bb,570,1,4042.74,1,2,5,125,Can't Lose
eb7a157e8da9c488cd4ddc48711f1097,85,1,4034.44,5,5,5,555,Champions
c6695e3b1e48680db36b487419fb0398,528,1,4016.9100000000003,1,4,5,145,Loyal
31e83c01fce824d0ff786fcd48dad009,106,1,3979.55,4,1,5,415,New Customers
addc91fdf9c2b3045497b57fc710e820,215,1,3826.8,3,4,5,345,Loyal
19b32919fa1198aefc0773ee2e46e693,160,1,3792.59,4,1,5,415,New Customers
66657bf1753d82d0a76f2c4719ab8b85,565,1,3736.22,1,2,5,125,Can't Lose
7d03bf20fa96e80468bbf678eebbcb3f,475,1,3666.42,1,3,5,135,At Risk
39d6658037b1b5a07d0a24d423f0bd19,553,1,3602.47,1,2,5,125,Can't Lose
e7c905bf4bb13543e8df947af4f3d9e9,142,1,3526.4599999999996,4,5,5,455,Champions
3c7c62e8d38fb18a33a45db8021f2d69,54,1,3406.4700000000003,5,2,5,525,New Customers
0b16ce67087d02bf833c807e82b1992b,199,1,3358.24,3,1,5,315,Promising
803cd9b04f9cd252c6a83a2ecdbc22c3,13,1,3351.35,5,3,5,535,Potential Loyalist
46bb3c0b1a65c8399d0363cefbcc4f37,255,1,3297.4,3,2,5,325,Promising
a7ea318cbe9df2ec79ab37cd7ca2135d,83,1,3256.14,5,4,5,545,Champions
f7622098214b4634b7fe7eee269b5426,88,1,3242.8399999999997,5,5,5,555,Champions
7e7d2271d6f55b03b0bd4615c5f2de6e,124,1,3209.72,4,3,5,435,Potential Loyalist
71901689c5f3e5adc27b1dd16b33f0b8,99,1,3195.74,4,3,5,435,Potential Loyalist
c26acf0451e0f8ec1f5218731b9a51cf,281,1,3184.55,2,4,5,245,Loyal
26dcb450c4b5b390e79e6d5d0f2c6535,35,1,3184.3399999999997,5,1,5,515,New Customers
a95f4bbcf95262b073e4afa481b59ff8,201,1,3155.82,3,4,5,345,Loyal
10a86619816f9d2afce3f45b04aabc71,323,1,3126.5,2,1,5,215,Can't Lose
0a209a88c2e3dc2981c79ad85c558059,327,1,3126.5,2,1,5,215,Can't Lose
6152fbfc8a92ee25fd821740bd33b089,78,1,3122.72,5,2,5,525,New Customers
c03dfaf5db49d8583edbb5627f92058d,14,1,3076.13,5,4,5,545,Champions
4312e816d88fa8bdb6246878f61cdad5,449,1,3048.27,1,2,5,125,Can't Lose
3a4e4932f3e6976dd966f1d3c044d49e,538,1,3044.12,1,2,5,125,Can't Lose
d7c94e22bfd332eb29b0f5badc3ce103,526,1,3042.3599999999997,1,5,5,155,Loyal
8dd4c93bfbebe2a77657d46ef959a7ac,419,1,3041.73,1,3,5,135,At Risk
fd78e5e3abdc375368456fe738694c00,520,1,3024.08,1,5,5,155,Loyal
1ff773612ab8934db89fd5afa8afe506,132,1,3018.6000000000004,4,1,5,415,New Customers
101c8d91278c4de9001566d27033f673,574,1,3016.01,1,1,5,115,Can't Lose
9d4ba8752b5b737f45da0544b669552a,510,1,3009.53,1,4,5,145,Loyal
a8f345f82667eb421151dc7626147636,123,1,3005.06,4,4,5,445,Champions
a5c69c3bf293d341b6a56a4b7307c529,164,1,2960.05,4,4,5,445,Champions
a244afc7a1ec53f1aad296d1cd6e91ba,282,1,2938.17,2,4,5,245,Loyal
f41666558f4e35056a445c27c2ac3d8b,301,1,2913.48,2,5,5,255,Loyal
ed583a2a1eaf0dedc33af816153e8b8c,57,1,2844.96,5,5,5,555,Champions
9f9717a71bd8f6e5600b4faad20c20fb,145,1,2838.2200000000003,4,4,5,445,Champions
55fd5d10a5036383fe19af015d2e5a80,92,1,2828.42,5,2,5,525,New Customers
1be0dd2f660a5a04ee20d608075f1b83,469,1,2827.0,1,1,5,115,Can't Lose
fced842c7dad61e8ce47b49229659718,123,1,2818.74,4,5,5,455,Champions
8e2c57611e09e143ec4ab76e38033bef,477,1,2794.5,1,3,5,135,At Risk
97dd9c6923b3237b650f1f4f3f2145ad,89,1,2787.87,5,3,5,535,Potential Loyalist
8401401a8752eb431189e021b8009e37,429,1,2784.16,1,3,5,135,At Risk
e5df9583ddbe3f4f3857d9b667dfa609,111,1,2759.95,4,5,5,455,Champions
5f87c05477db2d22c63b718299c9c03e,275,1,2759.88,2,2,5,225,Need Attention
3f083b9f62e687be8d84684c7d54c8db,510,1,2751.24,1,2,5,125,Can't Lose
08dc68ad9ab343289844fa36f6963b8f,269,1,2734.66,3,1,5,315,Promising
19365ad6a18ccf1baf6eb71c30651096,436,1,2734.11,1,1,5,115,Can't Lose
695476b5848d64ba0875324c88390206,250,1,2733.6299999999997,3,3,5,335,Potential Loyalist
2e0339ff984d6f41f11dfdbc7c93dcda,257,1,2732.06,3,1,5,315,Promising
f2c743697f9b2ff2902df23a16582d80,16,1,2713.3599999999997,5,5,5,555,Champions
f08306b95370e8d5f0d97b71229284b6,30,1,2713.3599999999997,5,5,5,555,Champions
b1c28f9b72d07054b64d09e487b5021c,453,1,2681.29,1,4,5,145,Loyal
b177ef267a4377b77e0620d1a7f08dce,449,1,2681.29,1,4,5,145,Loyal
279ca766397588e704abddd56d2dc131,100,1,2647.76,4,1,5,415,New Customers
7e95832184f874c220b8ebffa750837d,109,1,2638.64,4,3,5,435,Potential Loyalist
1ca6f90a61cf75c002a0d690261a0e4c,430,1,2627.0899999999997,1,1,5,115,Can't Lose
0c5292f5e3690805390efddf53935915,545,1,2626.07,1,1,5,115,Can't Lose
349509b216bd5ec11c5fae929fd13595,514,1,2621.29,1,2,5,125,Can't Lose
1fb8ff22dad231d26fc7ecde2e2dc27a,112,1,2616.0,4,1,5,415,New Customers
53e644c7c57416bdaf0409e656ee8b0a,89,1,2607.09,5,2,5,525,New Customers
e9859fbdff7d26c36c228cf60796e844,509,1,2606.01,1,5,5,155,Loyal
9c5d7103954595e173781530b10d02e4,166,1,2590.6099999999997,4,4,5,445,Champions
35698a7b9ae42369b9f45a53000f85f3,528,1,2574.38,1,2,5,125,Can't Lose
9537f2addba8448428a3fd1a1add0656,102,1,2564.65,4,3,5,435,Potential Loyalist
3696afd6fae4a1f36fcbc3db8f3d6640,20,1,2512.5299999999997,5,2,5,525,New Customers
cb3724d7cb7db46b65cfd1e7c16c0df5,396,1,2487.2400000000002,1,4,5,145,Loyal
6361b9f3b85d41860bfa28292e052bde,384,1,2480.58,2,2,5,225,Need Attention
233d97d412c7f4bb8d857ec922c0317f,305,1,2467.33,2,1,5,215,Can't Lose
b9da524b08224eaff1bf76ef4d4299ac,96,1,2467.17,4,4,5,445,Champions
68f692d1f39843a16d9319a7306b6b10,126,1,2457.44,4,3,5,435,Potential Loyalist
548692bdcbd6e3683ff306ac9d8418d6,19,1,2455.12,5,2,5,525,New Customers
cdecc5d1f7fc375b1138e8b5f496fd69,271,1,2452.12,2,5,5,255,Loyal
177ba55869da8001fcca079af0b85832,31,1,2438.51,5,1,5,515,New Customers
b76816b61d8043a98db57875437da6b5,278,1,2429.68,2,4,5,245,Loyal
30ab7e538292e6130a456c371778d595,277,1,2416.0,2,1,5,215,Can't Lose
9125dbd39c45287dfab9207f3cb15075,133,1,2389.7799999999997,4,3,5,435,Potential Loyalist
df358a91acde222cf3330baac5cecfe7,182,1,2384.5,3,5,5,355,Loyal
722af1f4b57a5d7df147069ad64c8361,281,1,2338.48,2,3,5,235,Need Attention
e683dddabd8f5c3ad3708a3364e932f8,9,1,2337.4,5,5,5,555,Champions
6f18119032437dd6fa1c7df272d2d9e6,80,1,2333.97,5,3,5,535,Potential Loyalist
f767e7437c3aa2c044523c0a6712380b,3,1,2328.4,5,5,5,555,Champions
d1447849bd806efd6282988355588728,70,1,2325.22,5,5,5,555,Champions
72e0997496700af1df41815ffced78e6,515,1,2324.99,1,3,5,135,At Risk
9cf0a858f5f153406bc333860eb23e22,12,1,2323.25,5,4,5,545,Champions
6b66c3c14df21f07ea7f57fc8af6517f,14,1,2322.32,5,3,5,535,Potential Loyalist
b7984401569369a9695e7d3f5c66c4d1,250,1,2315.83,3,4,5,345,Loyal
2af96708b3cb29cb4e21040fc9432988,113,1,2314.82,4,1,5,415,New Customers
b18d47c9116d2a106291aea1abfd3f04,33,1,2304.68,5,4,5,545,Champions
174156b68563868e1ed48408117d6df4,479,1,2288.31,1,1,5,115,Can't Lose
a1a52dda6ac52aee936ad06712027b83,180,1,2276.1000000000004,3,4,5,345,Loyal
f4db56f354c71370b4d5dbd25c78b248,380,1,2269.98,2,5,5,255,Loyal
1674724f5fe22d2cf3420bb5f2511c9a,43,1,2267.28,5,1,5,515,New Customers
06e107f212576eccb2e2adc7781c9705,48,1,2267.18,5,1,5,515,New Customers
10e925f935d8bfe0a9edf39378996fd7,128,1,2264.9,4,1,5,415,New Customers
bd5d39761aa56689a265d95d8d32b8be,371,1,2262.8,2,4,5,245,Loyal
10066d6eb46dff8e73177532e722e60a,33,1,2252.66,5,1,5,515,New Customers
8cb5d5e180e4dbdffdc4af261b618790,145,1,2241.64,4,3,5,435,Potential Loyalist
e7d6802668de6e74d0d6c56565bf2a24,330,1,2234.6600000000003,2,5,5,255,Loyal
7dcff1457b8b742e76bd5eec155d2ba9,14,1,2225.69,5,3,5,535,Potential Loyalist
92a24fa199710ba33bab157e838a86e7,78,1,2223.12,5,3,5,535,Potential Loyalist
244c28a20f4b7a3ea164364d7a3432af,120,1,2220.32,4,1,5,415,New Customers
c3ab6358d2556844d38ed5dbab0b41ce,576,1,2217.99,1,4,5,145,Loyal
038040c89822d9d8f9899972c5673ef1,115,1,2213.22,4,1,5,415,New Customers
88bfbe93f1c2d378de7fb22d588f9661,117,1,2207.98,4,3,5,435,Potential Loyalist
2d54c241a27d5c40c9adf389868e0995,229,1,2204.04,3,1,5,315,Promising
be1b70680b9f9694d8c70f41fa3dc92b,187,1,2202.4,3,4,5,345,Loyal
448fa305155e5a7e114440aa71143832,533,1,2190.4,1,2,5,125,Can't Lose
2e9ae3e10bcfcc16fe0eedc2ac5f9f6a,5,1,2187.42,5,1,5,515,New Customers
64db2343d52d9c28c5b8a94d08352a3a,64,1,2187.42,5,2,5,525,New Customers
fcc823f0ae4f596e54cd461c145dfd5d,88,1,2183.6,5,5,5,555,Champions
75ca64dc8e37ef74840b9c5975c29fb7,523,1,2168.6,1,3,5,135,At Risk
6d7c040dec6d2f6da6a63929bdec436d,66,1,2158.57,5,3,5,535,Potential Loyalist
f1539aca62cfda94501933977e2d651d,24,1,2155.35,5,5,5,555,Champions
99ef3b28b2ab64bf0a00c2a5c9bafadd,353,1,2154.82,2,4,5,245,Loyal
462bfc136787eae6609ca5890feb3e02,147,1,2153.35,4,2,5,425,New Customers
dd43426ee4923b0a1c0dcd48cc1ee36e,101,1,2153.35,4,5,5,455,Champions
c9fca216d2d1ece33dbddf9fa36eaa9a,116,1,2153.35,4,4,5,445,Champions
7b6ceb73c7d700281dd1a2fc3d616128,147,1,2153.35,4,3,5,435,Potential Loyalist
73236a0796f53d60d4530e30df0cef8d,234,1,2152.92,3,3,5,335,Potential Loyalist
68d91c479bafcd184deee1cce5582243,77,1,2151.29,5,3,5,535,Potential Loyalist
e69714d6b494f7279512327ebcc01889,469,1,2150.81,1,5,5,155,Loyal
e000c51c02fb75809f4f2864f87fcb12,285,1,2150.22,2,5,5,255,Loyal
c04734728558c8ad7e4b1db771fde5e3,294,1,2148.4,2,4,5,245,Loyal
4f6b63ab9179d2cae7d2b9be48c33271,97,1,2133.6899999999996,4,2,5,425,New Customers
3b34eb193a790f18c1952eca8a964987,117,1,2124.78,4,2,5,425,New Customers
2b5734a6ed90ad9c1ae03b178a28d7e7,21,1,2115.79,5,1,5,515,New Customers
e07f0f4cab25170d8b2d28cf80a38370,108,1,2115.05,4,5,5,455,Champions
e95fd5cca40cc862687dda4846f9ac00,126,1,2114.63,4,5,5,455,Champions
185830935eb09d19b034abbab645177c,513,1,2111.57,1,1,5,115,Can't Lose
f1ae10afb8ffce973dc435056dd3634c,140,1,2110.57,4,5,5,455,Champions
b30e4f64673460bd0dc5c76eb312267a,278,1,2106.55,2,4,5,245,Loyal
c3ffeaa392284be251124a112629c41c,123,1,2105.57,4,4,5,445,Champions
a023e60d1438c4241673afd111cd1cf3,13,1,2098.4,5,4,5,545,Champions
b2a89e46355af5dfd2f26b450d97a014,212,1,2096.14,3,4,5,345,Loyal
f800529518f024fb68b8a716cddbbfe4,144,1,2094.44,4,5,5,455,Champions
1ad8bdb3f2f3403ef79ad8d80dc8d425,216,1,2092.86,3,1,5,315,Promising
088d20d5878711d537176871a6e850e4,185,1,2091.33,3,1,5,315,Promising
adbc189e955a3bf544172851c2160b1e,315,1,2083.09,2,4,5,245,Loyal
91263ec82ca46a8d1ef6d2f0e07cbc46,56,1,2082.36,5,3,5,535,Potential Loyalist
e9bca2aac8f400109e997596326d9227,92,1,2075.48,5,5,5,555,Champions
74be082247cd677a147d83ee670e9d53,446,1,2067.42,1,3,5,135,At Risk
d5c70e33b26d11965027895a8e8cb748,307,1,2066.34,2,5,5,255,Loyal
6db251bad58edca6d53d44638936741a,70,1,2065.77,5,3,5,535,Potential Loyalist
3af6cebe5d3701bd4f3b5fc04e34acc0,378,1,2065.35,2,2,5,225,Need Attention
95388d69f3c29e5f8a570f9b9b3a104f,434,1,2064.88,1,3,5,135,At Risk
3dd8ceff216c5048e53be249aa622709,126,1,2060.51,4,2,5,425,New Customers
f54d024dc9788318f1b4e2ef9c80829b,225,1,2060.2,3,5,5,355,Loyal
e215081c5233958b3ac345346676f7ab,229,1,2060.2,3,5,5,355,Loyal
77d697d535b401291fd2a9efe2c9544b,104,1,2055.84,4,3,5,435,Potential Loyalist
04889e0130acf2e7b2de087d02994ce3,141,1,2048.12,4,1,5,415,New Customers
cd1822306d5e43d356c576efdc0eadf1,78,1,2045.47,5,5,5,555,Champions
c6e4affe776c84f449dfe5de63939208,304,1,2039.31,2,4,5,245,Loyal
0c792d32a3251b4f69dae8646dfbedbc,297,1,2039.2,2,1,5,215,Can't Lose
681e1722bde7781f6fba4cb385af0ba5,440,1,2036.86,1,3,5,135,At Risk
9f34131462cd5edccdc9d4db9f7d2bbc,111,1,2036.0400000000002,4,4,5,445,Champions
98532992427099604afabf482a6e476c,436,1,2035.86,1,3,5,135,At Risk
f00870f85b77deccee72bf3ee280785f,407,1,2034.48,1,5,5,155,Loyal
c60a729ffd1915e57d9ac6ef86553af9,111,1,2034.31,4,4,5,445,Champions
f9e3d57a81a5390d5c19d3d6796ab7f1,436,1,2033.48,1,5,5,155,Loyal
b83ef9a2dc0cb8e6ab7c8db9d3ebce24,274,1,2032.04,2,4,5,245,Loyal
591056a6022efa0e68acb35c04aa2c2e,17,1,2032.0,5,2,5,525,New Customers
730ec2ba3a8c9b4ce02b938be8b61ac1,281,1,2031.47,2,3,5,235,Need Attention
d854800a320bbb07b484f76894e4638f,58,1,2031.09,5,5,5,555,Champions
d48e06972235c6510cc66cebc10ab77e,441,1,2029.6200000000001,1,5,5,155,Loyal
5382e619221117fc8021550996a4e417,284,1,2028.75,2,2,5,225,Need Attention
c9aaa3f209648a958d0235415a9045f0,177,1,2028.65,4,4,5,445,Champions
a43a550af53ee1ce07bdc3ece23eb7a9,261,1,2027.65,3,4,5,345,Loyal
90f95d8ee6174e4409aeeee472735afb,116,1,2027.26,4,3,5,435,Potential Loyalist
7befa76e61226aa04ca6b28a5f00d640,309,1,2027.23,2,3,5,235,Need Attention
cfc025a164a95cd7206415925d71021b,514,1,2027.16,1,5,5,155,Loyal
fc01be5a07da7c0f32af1ffeaf716e81,439,1,2026.54,1,5,5,155,Loyal
881ce84e31c104592c93a2e730cf69a7,406,1,2026.54,1,3,5,135,At Risk
b34d6bae5e0a3076568c8f04faad2c26,437,1,2026.54,1,4,5,145,Loyal
c900b2707ddd00c2ba5fcde30c52ee8c,437,1,2026.54,1,4,5,145,Loyal
7b7f18d5f94e3c25bd66ec35e87383f0,148,1,2024.31,4,3,5,435,Potential Loyalist
44b701cb9a97bd1780bba0d1233d8d12,324,1,2023.58,2,2,5,225,Need Attention
b7a4690ba0bc91f249bb7fd25b3be748,578,1,2023.0,1,4,5,145,Loyal
bac7b04d729fa677b66ba672c6d4508e,12,1,2022.33,5,4,5,545,Champions
1d38e09bf3ba5793913255c5a736c6e6,107,1,2022.02,4,1,5,415,New Customers
42c0b09d094220a110c0e0e941f76f06,474,1,2017.08,1,2,5,125,Can't Lose
466dcf5fcdc7c7a8a4bfebc7ce59b281,11,1,2014.99,5,2,5,525,New Customers
48cb41a28af5b64c305fe8c1f1adec3a,317,1,2009.62,2,2,5,225,Need Attention
cb2c06446ac914ce396dd4ef8561a4f5,254,1,1996.32,3,4,5,345,Loyal
fdf0fe7cd1365ffdcbbc3b95273a20a5,96,1,1995.69,4,5,5,455,Champions
dfabe2a9f4e2fc9e248eda9e0d80a369,78,1,1992.42,5,5,5,555,Champions
fb7c663bd0931abefc7a84181a9e7f24,143,1,1989.96,4,5,5,455,Champions
b44a611059f1fdd8ddcdaea0b3f2483e,141,1,1989.75,4,4,5,445,Champions
8c20d9bfbc96c5d39025d77a3ba83d7f,208,1,1988.53,3,3,5,335,Potential Loyalist
0288ac534f6ba035350df2527703ed47,184,1,1981.22,3,1,5,315,Promising
fc60ab8252b98a6e60c51672d7853c7e,475,1,1980.71,1,5,5,155,Loyal
f21be09ed30fde5bcd335c7f3637f128,25,1,1978.18,5,5,5,555,Champions
5c51fe11e0c3a016201653955c6090ee,55,1,1972.0,5,2,5,525,New Customers
27ab33d6c14857fd5dcca0c26a063d3b,525,1,1966.91,1,1,5,115,Can't Lose
afa337470e2e86d962cd960ac3bcacb9,349,1,1963.97,2,4,5,245,Loyal
da0e3c0c74aa558e9db33c5e59dd4570,127,1,1963.14,4,5,5,455,Champions
6a37a9c7d62108c3bbd5397b3b0ccd57,143,1,1963.14,4,3,5,435,Potential Loyalist
393df32d466d4952412196461ac05d52,140,1,1963.14,4,2,5,425,New Customers
1d088dea8732788ec35dd4ee6dd76112,576,1,1961.0,1,1,5,115,Can't Lose
068830daf2867cadbfc655e6a413388e,150,1,1951.9499999999998,4,1,5,415,New Customers
aea2cf4df1922144129a0e8c2353a8cd,478,1,1944.86,1,4,5,145,Loyal
0928c1a893356a97b2191a1e812c9914,393,1,1942.6,1,1,5,115,Can't Lose
853dca88fd662dc5711018f1f7932a59,360,1,1942.0,2,3,5,235,Need Attention
9da31b8e8f438421c5a3f43b0b7a7e3f,436,1,1938.74,1,4,5,145,Loyal
1217bf0350d846210fecc72bfa663ce1,109,1,1937.6399999999999,4,1,5,415,New Customers
4d175c61c1054192238fbd35a5e4dcfe,78,1,1936.99,5,2,5,525,New Customers
652179d9b584aea5a6de577d7e707513,347,1,1936.5,2,2,5,225,Need Attention
f15f4f73e287b4b7888e4eebc800a771,546,1,1936.27,1,5,5,155,Loyal
019200fa574c9eda0fbc82c71fcc8fbe,35,1,1930.34,5,1,5,515,New Customers
a56e946b1a51b5f351a804c5a3fb0a8e,59,1,1927.38,5,4,5,545,Champions
cfd6f06e347f3a8389a5fc487a6a3c7e,463,1,1925.81,1,5,5,155,Loyal
38fc30b75b381342c67d25e2f11ccec0,86,1,1925.77,5,2,5,525,New Customers
78f9a490b37c9cd175cd731e24e9b598,61,1,1924.03,5,3,5,535,Potential Loyalist
016025d2b068f90498479376f9bfcca1,334,1,1916.96,2,1,5,215,Can't Lose
7cec2ad3ecf1b10ce543161225a13a97,22,1,1916.08,5,3,5,535,Potential Loyalist
c0101b91cb49da980a14e5eb006ab394,72,1,1915.53,5,4,5,545,Champions
638be9d39246650868db07d10456527c,110,1,1915.13,4,2,5,425,New Customers
0b873e99a8f0f2b3432d1678dc3fd2a0,148,1,1902.55,4,1,5,415,New Customers
ddffe99936ec5bf99f1ea9ad22fde3eb,478,1,1901.62,1,5,5,155,Loyal
0ef4273145d74465c180b6a9fbb9799b,12,1,1898.61,5,1,5,515,New Customers
f19f11ddfa4f4d61154a277408a98d0c,233,1,1898.27,3,5,5,355,Loyal
c69a08ef1c07bde2bbcab44dce1bd0b6,264,1,1894.41,3,4,5,345,Loyal
2353f5b23c907409f668b09d1d2fb9e9,106,1,1891.63,4,1,5,415,New Customers
86be5e5905f155c3f5df8928ee78cf54,102,1,1891.07,4,3,5,435,Potential Loyalist
787f1bad1d98254d7d9c7a08dace9559,455,1,1878.39,1,3,5,135,At Risk
b0609e4e1e28ba6d9744ab92d21c05a6,375,1,1877.8400000000001,2,4,5,245,Loyal
c4323ed2364aa7cc92db81c5fea0007a,217,1,1872.26,3,4,5,345,Loyal
7dacda3efc762f10146d7d824846c015,77,1,1871.64,5,3,5,535,Potential Loyalist
d27699950318f5683014e2d58dd75cc1,142,1,1869.8,4,5,5,455,Champions
8251d516855b284bc530f8582a1371d8,153,1,1867.85,4,3,5,435,Potential Loyalist
cb87122c4871e202777cf243fbea2d12,328,1,1866.6999999999998,2,4,5,245,Loyal
d057951b2e010930970d111b015bc37d,37,1,1861.25,5,5,5,555,Champions
f7979c0a310f63a72ea83fd0f2c1de82,37,1,1859.1,5,5,5,555,Champions
25dcca1d4dd5e5ae818c2eb083b3d177,215,1,1853.75,3,1,5,315,Promising
ee517d3a38e003aabc2dc2b08a0bc6fb,109,1,1843.85,4,5,5,455,Champions
c622c9f760ecd07e8910f01da1a8efa8,28,1,1841.11,5,4,5,545,Champions
b127f98da96cebf7699050a73d8826d9,71,1,1839.05,5,4,5,545,Champions
3afe43b81b0d102b2ca5138ab53f418a,579,1,1837.16,1,2,5,125,Can't Lose
7085964d18945061bea7d21f3a4f3c1e,43,1,1832.54,5,3,5,535,Potential Loyalist
30c8445ed3d74b38901bdc6dd9d90e9e,104,1,1830.99,4,1,5,415,New Customers
